Project,Package,Class,Method,Smell,Description,Method start line no,File
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 3,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 3,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 2,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number,The method contains a magic number: 400,269,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo500,Magic Number,The method contains a magic number: 400,712,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo500,Magic Number,The method contains a magic number: 500,712,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo510,Magic Number,The method contains a magic number: 500,719,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo510,Magic Number,The method contains a magic number: 510,719,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo520,Magic Number,The method contains a magic number: 510,726,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo520,Magic Number,The method contains a magic number: 520,726,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo610,Magic Number,The method contains a magic number: 520,733,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo610,Magic Number,The method contains a magic number: 610,733,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseHandle,Complex Method,Cyclomatic complexity of the method is 8,769,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseVersion,Empty catch clause,The method has an empty catch block.,810,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseVersion,Magic Number,The method contains a magic number: 120,810,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Empty catch clause,The method has an empty catch block.,850,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number,The method contains a magic number: 3,850,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number,The method contains a magic number: 3,850,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number,The method contains a magic number: 100,850,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number,The method contains a magic number: 10,850,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,setDatabaseVersion,Magic Number,The method contains a magic number: 2,886,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,updateDatabaseVersion,Magic Number,The method contains a magic number: 2,905,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java
java,org.apache.roller.weblogger.business.runnable,ThreadManagerImpl,initialize,Magic Number,The method contains a magic number: 2,65,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/ThreadManagerImpl.java
java,org.apache.roller.weblogger.business.runnable,TaskScheduler,run,Magic Number,The method contains a magic number: 50,67,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskScheduler.java
java,org.apache.roller.weblogger.business.runnable,TaskScheduler,run,Magic Number,The method contains a magic number: 50,67,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskScheduler.java
java,org.apache.roller.weblogger.business.runnable,TaskScheduler,runTasks,Complex Method,Cyclomatic complexity of the method is 9,135,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskScheduler.java
java,org.apache.roller.weblogger.business.runnable,TaskScheduler,runTasks,Magic Number,The method contains a magic number: 2,135,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskScheduler.java
java,org.apache.roller.weblogger.business.runnable,TaskScheduler,runTasks,Magic Number,The method contains a magic number: 2,135,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskScheduler.java
java,org.apache.roller.weblogger.business.runnable,TaskRunner,main,Magic Number,The method contains a magic number: 3,31,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskRunner.java
java,org.apache.roller.weblogger.business.runnable,TaskRunner,main,Magic Number,The method contains a magic number: 2,31,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskRunner.java
java,org.apache.roller.weblogger.ui.tags,WordWrapTag,wordWrap,Complex Conditional,The conditional expression substr.length() > idx + 1 && (substr.charAt(idx + 1) != '\n') && Character.isWhitespace(substr.charAt(idx + 1)) is complex.,150,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/tags/WordWrapTag.java
java,org.apache.roller.weblogger.ui.tags,WordWrapTag,wordWrap,Complex Method,Cyclomatic complexity of the method is 13,150,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/tags/WordWrapTag.java
java,org.apache.roller.weblogger.ui.tags,WordWrapTag,wordWrap,Long Parameter List,The method has 5 parameters. ,150,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/tags/WordWrapTag.java
java,org.apache.roller.weblogger.ui.struts2.editor,StylesheetEdit,copyStylesheet,Empty catch clause,The method has an empty catch block.,119,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/StylesheetEdit.java
java,org.apache.roller.weblogger.ui.struts2.editor,StylesheetEdit,delete,Complex Conditional,The conditional expression template != null && isSharedTheme() && !hasActionErrors() is complex.,301,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/StylesheetEdit.java
java,org.apache.roller.weblogger.ui.struts2.editor,EntryAddWithMediaFile,execute,Long Statement,The length of the statement "link=link.replace("<url>"`mediaFile.getPermalink()).replace("<urlt>"`mediaFile.getThumbnailURL()).replace("<name>"`mediaFile.getName()).replace("<width>"`"" + mediaFile.getThumbnailWidth()).replace("<height>"`"" + mediaFile.getThumbnailHeight());" is 246.,54,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryAddWithMediaFile.java
java,org.apache.roller.weblogger.ui.struts2.editor,EntryAddWithMediaFile,execute,Long Statement,The length of the statement "link=link.replace("<url>"`mediaFile.getPermalink()).replace("<name>"`mediaFile.getName()).replace("<size>"`"" + mediaFile.getLength()).replace("<type>"`mediaFile.getContentType());" is 180.,54,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryAddWithMediaFile.java
java,org.apache.roller.weblogger.ui.struts2.editor,EntryAddWithMediaFile,execute,Long Statement,The length of the statement "sb.append("<p>").append(getText("mediaFileEdit.includesEnclosure")).append("<br />").append("<a href='" + bean.getEnclosureURL() + "'>").append(bean.getEnclosureURL()).append("</a></p>");" is 187.,54,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryAddWithMediaFile.java
java,org.apache.roller.weblogger.ui.struts2.editor,TemplateEdit,myValidate,Long Statement,The length of the statement "if (WebloggerFactory.getWeblogger().getWeblogManager().getTemplateByName(getActionWeblog()`getBean().getName()) != null) {" is 122.,149,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/TemplateEdit.java
java,org.apache.roller.weblogger.ui.struts2.editor,TemplateEdit,myValidate,Long Statement,The length of the statement "if (WebloggerFactory.getWeblogger().getWeblogManager().getTemplateByLink(getActionWeblog()`getBean().getLink()) != null) {" is 122.,149,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/TemplateEdit.java
java,org.apache.roller.weblogger.ui.struts2.editor,WeblogConfig,save,Long Statement,The length of the statement "if (getBean().getBloggerCategoryId() != null && !weblog.getBloggerCategory().getId().equals(getBean().getBloggerCategoryId())) {" is 128.,116,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/WeblogConfig.java
java,org.apache.roller.weblogger.ui.struts2.editor,BookmarkEdit,myValidate,Complex Conditional,The conditional expression (isAdd() || !getBean().getName().equals(bookmark.getName())) && bookmark.getFolder().hasBookmarkOfName(getBean().getName()) is complex.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/BookmarkEdit.java
java,org.apache.roller.weblogger.ui.struts2.editor,BookmarkEdit,myValidate,Long Statement,The length of the statement "if ((isAdd() || !getBean().getName().equals(bookmark.getName())) && bookmark.getFolder().hasBookmarkOfName(getBean().getName())) {" is 130.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/BookmarkEdit.java
